skingoal_healthy,skingoal_glowing,skingoal_clear,skingoal_hydrated,skingoal_protected,skingoal_balanced,skingoal_repaired,skingoal_calm,skingoal_bright,skingoal_rejuvenated,skingoal_restored,skinconcern_agingskin,skinconcern_acne,skinconcern_dryskin,skinconcern_firmnesselasticity,skinconcern_pigmentation,skinconcern_sensitivity,skintype,skinafterwash,tzoneoily,cloggedpores,fitzpatrick,gender,ethnicity,age,pregnant,vegan,currentproducts_cleanser,currentproducts_serum,currentproducts_eyecream,currentproducts_dailymoisturizer,currentproducts_spf,currentproducts_nightcream,getmatched
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,skintypenotsure,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,0,1,0,0,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,0,1,0,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,0,0,1,0,0,getmatched_cleanser
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilysometimes,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilysometimes,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityasian,age1824,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,skintypeoily,skinafterwashrough,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,0,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,skintypecombination,skinafterwashrough,tzoneoilysometimes,cloggedporesrarely,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantyes,veganyes,1,0,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,0,0,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick1,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,0,1,1,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyfrequently,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick6,genderfemale,ethnicityhispanic,age1824,pregnantno,veganno,1,0,0,1,0,1,getmatched_cleanser
1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypedry,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,0,1,0,0,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashtight,tzoneoilyfrequently,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,0,0,1,0,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantyes,veganno,1,0,0,0,0,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantyes,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,0,1,1,getmatched_nightcream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,0,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantyes,veganno,1,1,0,0,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenotsure,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicityafricanamerican,age2534,pregnantno,veganyes,1,1,0,1,0,1,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick3,genderfemale,ethnicitycaucasian,age5564,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesrarely,fitzpatrick1,gendermale,ethnicitycaucasian,age3544,,veganno,0,0,0,0,1,0,getmatched_serum
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesrarely,fitzpatrick1,gendermale,ethnicitycaucasian,age3544,,veganno,0,0,0,0,1,0,getmatched_cleanser
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesrarely,fitzpatrick1,gendermale,ethnicitycaucasian,age3544,,veganno,0,0,0,0,1,0,getmatched_serum
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesrarely,fitzpatrick1,gendermale,ethnicitycaucasian,age3544,,veganno,0,0,0,0,1,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick4,genderfemale,ethnicityasian,age4554,pregnantno,veganno,1,0,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick4,genderfemale,ethnicityasian,age4554,pregnantno,veganno,1,0,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick4,genderfemale,ethnicityasian,age4554,pregnantno,veganno,1,0,1,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick4,genderfemale,ethnicityasian,age4554,pregnantno,veganno,1,0,1,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,skintypenotsure,skinafterwashtight,tzoneoilysometimes,cloggedporesnotsure,fitzpatrick4,genderfemale,ethnicityasian,age4554,pregnantno,veganno,1,0,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick5,genderfemale,ethnicityasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicityasian,age1824,pregnantno,veganyes,1,0,0,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganyes,1,1,1,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganyes,1,1,1,1,1,1,getmatched_cleanser
1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicityhispanic,age3544,pregnantno,veganno,1,0,0,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicityafricanamerican,age3544,pregnantno,veganyes,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesrarely,fitzpatrick4,genderfemale,ethnicityafricanamerican,age3544,pregnantno,veganyes,1,1,1,1,1,1,getmatched_serum
0.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,skintypenormal,skinafterwashhydrated,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,1,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,skintypedry,skinafterwashshiny,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick4,gendernonbinary,ethnicityafricanamerican,age1824,,veganno,1,0,0,1,1,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_nightcream
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_serum
1.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyalways,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityhispanic,age2534,pregnantyes,veganyes,1,0,0,1,0,0,getmatched_nightcream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityhispanic,age2534,pregnantyes,veganyes,1,0,0,1,0,0,getmatched_nightcream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityhispanic,age2534,pregnantyes,veganyes,1,0,0,1,0,0,getmatched_dailymoisturizer
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityhispanic,age2534,pregnantyes,veganyes,1,0,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,0,0,0,0,0,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick6,genderfemale,ethnicityafricanamerican,age1824,pregnantno,veganno,1,0,0,0,0,0,getmatched_serum
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicityasian,age1824,pregnantno,veganyes,1,0,0,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypeoily,skinafterwashhydrated,tzoneoilysometimes,cloggedporessometimes,fitzpatrick5,genderfemale,ethnicityasian,age1824,pregnantno,veganyes,1,0,0,1,1,1,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesalways,fitzpatrick2,genderfemale,ethnicityhispanic,age2534,pregnantyes,veganyes,1,1,0,1,0,0,getmatched_cleanser
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesnever,fitzpatrick1,gendermale,ethnicitynativeamerican,age3544,,veganno,1,0,0,0,0,0,getmatched_eyecream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesnever,fitzpatrick1,gendermale,ethnicitynativeamerican,age3544,,veganno,1,0,0,0,0,0,getmatched_eyecream
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesnever,fitzpatrick1,gendermale,ethnicitynativeamerican,age3544,,veganno,1,0,0,0,0,0,getmatched_serum
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,skintypedry,skinafterwashrough,tzoneoilynever,cloggedporesnever,fitzpatrick1,gendermale,ethnicitynativeamerican,age3544,,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,skintypecombination,skinafterwashnotsure,tzoneoilyalways,cloggedporesrarely,fitzpatrick1,genderfemale,ethnicityhispanic,age2534,pregnantno,veganno,1,1,1,1,1,1,getmatched_dailymoisturizer
0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilyalways,cloggedporesalways,fitzpatrick4,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,0,1,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashnotsure,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick4,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,1,1,0,0,0,1,getmatched_nightcream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,0.00,0.00,skintypedry,,,,,,,,,,0,0,0,0,0,0,
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilysometimes,cloggedporesalways,fitzpatrick4,genderfemale,ethnicityasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_eyecream
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashhydrated,tzoneoilysometimes,cloggedporesalways,fitzpatrick4,genderfemale,ethnicityasian,age2534,pregnantno,veganno,1,1,1,1,0,1,getmatched_nightcream
1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick3,gendermale,ethnicitycaucasian,age1824,,veganno,1,0,0,0,0,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyalways,cloggedporesalways,fitzpatrick5,gendernonbinary,ethnicityhispanic,age2534,,veganno,1,1,1,1,1,1,getmatched_cleanser
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,1.00,0.00,,,,,,,,,,,0,0,0,0,0,0,
1.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,skintypeoily,skinafterwashshiny,tzoneoilyalways,cloggedporessometimes,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantyes,veganno,1,1,0,1,1,1,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesnever,fitzpatrick5,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,0,0,0,0,1,0,getmatched_dailymoisturizer
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesnever,fitzpatrick5,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,0,0,0,0,1,0,getmatched_cleanser
1.00,1.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,skintypenormal,skinafterwashhydrated,tzoneoilysometimes,cloggedporesnever,fitzpatrick5,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganno,0,0,0,0,1,0,getmatched_dailymoisturizer
1.00,1.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypenormal,skinafterwashnotsure,tzoneoilyfrequently,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,1,1,1,1,1,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.00,skintypecombination,skinafterwashshiny,tzoneoilyfrequently,cloggedporesalways,fitzpatrick6,genderfemale,ethnicityasian,age2534,pregnantno,veganno,1,0,1,1,0,0,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,1,0,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,1,0,getmatched_dailymoisturizer
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.00,0.00,1.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,1,0,getmatched_serum
1.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,skintypecombination,skinafterwashtight,tzoneoilysometimes,cloggedporesrarely,fitzpatrick3,genderfemale,ethnicitycaucasian,age2534,pregnantno,veganyes,1,0,0,1,1,0,getmatched_cleanser
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,0.00,0.00,1.00,0.00,0.00,skintypecombination,skinafterwashtight,tzoneoilyfrequently,cloggedporessometimes,fitzpatrick2,genderfemale,ethnicitycaucasian,age4554,pregnantno,veganno,1,1,1,1,0,0,getmatched_serum
1.00,1.00,1.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,1.00,1.00,0.00,1.00,0.00,0.00,skintypeoily,skinafterwashtight,tzoneoilyfrequently,cloggedporesalways,fitzpatrick3,genderfemale,ethnicitycaucasian,age3544,pregnantno,veganno,1,0,0,0,0,0,getmatched_cleanser
